,time,L,xtilde,ztilde,ws,network,gtilde,htilde,curr_grad,ds,oracle,regret
39,0.0,39.0,1.4276370379723768e+37,1.4276370379723768e+37,1.8255103451531394e+36,1.4279350176430037e+37,,,,,,
40,0.0,40.0,1.3103241835553378e+38,1.3103241835553378e+38,1.3922366422019288e+37,1.3104689144573194e+38,,,,,,
41,0.0,41.0,1.0738802303099718e+39,1.0738802303099718e+39,1.2785062580071372e+38,1.0738831540631708e+39,,,,,,
42,0.0,42.0,8.979296551335518e+39,8.979296551335518e+39,1.0483145075378555e+39,8.979259393877489e+39,,,,,,
43,0.0,43.0,7.623781832031361e+40,7.623781832031361e+40,8.770439407973363e+39,7.623445700067049e+40,,,,,,
44,0.0,44.0,6.380770616747618e+41,6.380770616747618e+41,7.450185570520071e+40,6.380886752811239e+41,,,,,,
45,0.0,45.0,4.901655570233864e+42,4.901655570233864e+42,6.2390892694154255e+41,4.90178794862219e+42,,,,,,
46,0.0,46.0,4.882603860406895e+43,4.882603860406895e+43,4.7952273410434445e+42,4.882636992517973e+43,,,,,,
47,0.0,47.0,4.734381231710548e+44,4.734381231710548e+44,4.778751099060144e+43,4.734291993340553e+44,,,,,,
48,0.0,48.0,4.228493423956917e+45,4.228493423956917e+45,4.635660910145962e+44,4.228401598195528e+45,,,,,,
49,0.0,49.0,3.337634262835394e+46,3.337634262835394e+46,4.1421076880282675e+45,3.3374254521731047e+46,,,,,,
50,1.0,0.0,0.0,0.2415299426724246,0.0,0.24008447177221195,568.1082636532512,568.1047657512547,123.75788235294118,546.9220605910123,1650.9648712901273,
51,1.0,1.0,1742.5701376314935,1742.573058882998,8.0,1248.5293944615055,4642.578796566558,4642.571540518324,547.040954011252,4668.089816794725,13839.146149542623,
52,1.0,2.0,5581.137879398285,5581.154433454015,628.2646972307527,5585.325782019626,39008.7804679262,39008.78414046219,4667.702049259775,39065.33842751699,127492.41432273624,
53,1.0,3.0,32663.364000615482,32663.362990541358,3726.217188013081,32252.030696787704,339526.50754119427,339526.5112587189,39066.66702198019,341015.2208987523,1079956.5465760236,
54,1.0,4.0,253228.9438901672,253228.94404351452,24187.023022590816,252845.0496916776,,,,,,
55,1.0,5.0,,,,,,,,,,
56,1.0,6.0,,,,,,,,,,
57,1.0,7.0,,,,,,,,,,
58,1.0,8.0,,,,,,,,,,
59,1.0,9.0,,,,,,,,,,
60,1.0,10.0,,,,,,,,,,
61,1.0,11.0,,,,,,,,,,
62,1.0,12.0,,,,,,,,,,
63,1.0,13.0,,,,,,,,,,
64,1.0,14.0,,,,,,,,,,
65,1.0,15.0,,,,,,,,,,
66,1.0,16.0,,,,,,,,,,
67,1.0,17.0,,,,,,,,,,
68,1.0,18.0,,,,,,,,,,
69,1.0,19.0,,,,,,,,,,
70,1.0,20.0,,,,,,,,,,
71,1.0,21.0,,,,,,,,,,
72,1.0,22.0,,,,,,,,,,
73,1.0,23.0,,,,,,,,,,
74,1.0,24.0,,,,,,,,,,
75,1.0,25.0,,,,,,,,,,
76,1.0,26.0,,,,,,,,,,
77,1.0,27.0,,,,,,,,,,
78,1.0,28.0,,,,,,,,,,
79,1.0,29.0,,,,,,,,,,
80,1.0,30.0,,,,,,,,,,
81,1.0,31.0,,,,,,,,,,
82,1.0,32.0,,,,,,,,,,
83,1.0,33.0,,,,,,,,,,
84,1.0,34.0,,,,,,,,,,
85,1.0,35.0,,,,,,,,,,
86,1.0,36.0,,,,,,,,,,
87,1.0,37.0,,,,,,,,,,
88,1.0,38.0,,,,,,,,,,
89,1.0,39.0,,,,,,,,,,
90,1.0,40.0,,,,,,,,,,
91,1.0,41.0,,,,,,,,,,
92,1.0,42.0,,,,,,,,,,
93,1.0,43.0,,,,,,,,,,
94,1.0,44.0,,,,,,,,,,
95,1.0,45.0,,,,,,,,,,
96,1.0,46.0,,,,,,,,,,
97,1.0,47.0,,,,,,,,,,
98,1.0,48.0,,,,,,,,,,
99,1.0,49.0,,,,,,,,,,
100,2.0,0.0,0.0,0.24530038685533093,0.0,0.23952068505134755,466.3004055754484,466.27143630850145,118.2902352941176,448.2122396615267,1913.765207872244,
101,2.0,1.0,1790.1640398399393,1790.1747558296606,8.0,1417.6274210672022,4008.198645373951,4008.2232472341075,449.2796446801274,4020.7655358844772,16080.929143186828,
102,2.0,2.0,6543.483920935432,6543.494561890205,712.8137105336011,6329.537796662955,36492.00071786434,36492.00888168251,4020.7998856872623,36274.323219489816,144595.84267315755,
103,2.0,3.0,38341.940330178855,38341.94238058123,4222.190687206896,37837.509281096114,341960.0080597443,341960.0089690079,36274.32322295611,341818.0379569087,1256113.1165097065,
104,2.0,4.0,252882.46064359535,252882.4593828787,28376.131960822084,251877.6328477173,,,,,,
105,2.0,5.0,,,,,,,,,,
106,2.0,6.0,,,,,,,,,,
107,2.0,7.0,,,,,,,,,,
108,2.0,8.0,,,,,,,,,,
109,2.0,9.0,,,,,,,,,,
110,2.0,10.0,,,,,,,,,,
111,2.0,11.0,,,,,,,,,,
112,2.0,12.0,,,,,,,,,,
113,2.0,13.0,,,,,,,,,,
114,2.0,14.0,,,,,,,,,,
115,2.0,15.0,,,,,,,,,,
116,2.0,16.0,,,,,,,,,,
117,2.0,17.0,,,,,,,,,,
118,2.0,18.0,,,,,,,,,,
119,2.0,19.0,,,,,,,,,,
120,2.0,20.0,,,,,,,,,,
121,2.0,21.0,,,,,,,,,,
122,2.0,22.0,,,,,,,,,,
123,2.0,23.0,,,,,,,,,,
124,2.0,24.0,,,,,,,,,,
125,2.0,25.0,,,,,,,,,,
126,2.0,26.0,,,,,,,,,,
127,2.0,27.0,,,,,,,,,,
128,2.0,28.0,,,,,,,,,,
129,2.0,29.0,,,,,,,,,,
130,2.0,30.0,,,,,,,,,,
131,2.0,31.0,,,,,,,,,,
132,2.0,32.0,,,,,,,,,,
133,2.0,33.0,,,,,,,,,,
134,2.0,34.0,,,,,,,,,,
135,2.0,35.0,,,,,,,,,,
136,2.0,36.0,,,,,,,,,,
137,2.0,37.0,,,,,,,,,,
138,2.0,38.0,,,,,,,,,,
139,2.0,39.0,,,,,,,,,,
140,2.0,40.0,,,,,,,,,,
141,2.0,41.0,,,,,,,,,,
142,2.0,42.0,,,,,,,,,,
143,2.0,43.0,,,,,,,,,,
144,2.0,44.0,,,,,,,,,,
145,2.0,45.0,,,,,,,,,,
146,2.0,46.0,,,,,,,,,,
147,2.0,47.0,,,,,,,,,,
148,2.0,48.0,,,,,,,,,,
149,2.0,49.0,,,,,,,,,,
150,3.0,0.0,0.0,0.24174520766324337,0.0,0.2377201670543207,491.51516230816264,491.47308615127344,121.21364705882351,501.5591467762884,2275.5299508608223,
151,3.0,1.0,1525.1074260760681,1525.0856180673275,8.0,1402.5968464546102,4787.161205253647,4787.147829632607,488.6265418840538,4814.6171448132245,18277.52152845372,
152,3.0,2.0,5690.039101067964,5690.021357504135,705.298423227305,5263.765672671381,37744.23622264523,37744.2420233896,4814.20293393513,37940.34680298457,164316.15237533115,
153,3.0,3.0,32993.878467536044,32993.88188688306,3511.8437817809236,32560.692687398114,329428.5830706387,329428.57606298255,37940.450502649575,330060.834686353,1409240.4389233342,
154,3.0,4.0,202331.5678364331,202331.56770663222,24422.519515548545,200673.1618012606,,,,,,
155,3.0,5.0,,,,,,,,,,
156,3.0,6.0,,,,,,,,,,
157,3.0,7.0,,,,,,,,,,
158,3.0,8.0,,,,,,,,,,
159,3.0,9.0,,,,,,,,,,
160,3.0,10.0,,,,,,,,,,
161,3.0,11.0,,,,,,,,,,
162,3.0,12.0,,,,,,,,,,
163,3.0,13.0,,,,,,,,,,
164,3.0,14.0,,,,,,,,,,
165,3.0,15.0,,,,,,,,,,
166,3.0,16.0,,,,,,,,,,
167,3.0,17.0,,,,,,,,,,
168,3.0,18.0,,,,,,,,,,
169,3.0,19.0,,,,,,,,,,
170,3.0,20.0,,,,,,,,,,
171,3.0,21.0,,,,,,,,,,
172,3.0,22.0,,,,,,,,,,
173,3.0,23.0,,,,,,,,,,
174,3.0,24.0,,,,,,,,,,
175,3.0,25.0,,,,,,,,,,
176,3.0,26.0,,,,,,,,,,
177,3.0,27.0,,,,,,,,,,
178,3.0,28.0,,,,,,,,,,
179,3.0,29.0,,,,,,,,,,
180,3.0,30.0,,,,,,,,,,
181,3.0,31.0,,,,,,,,,,
182,3.0,32.0,,,,,,,,,,
183,3.0,33.0,,,,,,,,,,
184,3.0,34.0,,,,,,,,,,
185,3.0,35.0,,,,,,,,,,
186,3.0,36.0,,,,,,,,,,
187,3.0,37.0,,,,,,,,,,
188,3.0,38.0,,,,,,,,,,
189,3.0,39.0,,,,,,,,,,
190,3.0,40.0,,,,,,,,,,
191,3.0,41.0,,,,,,,,,,
192,3.0,42.0,,,,,,,,,,
193,3.0,43.0,,,,,,,,,,
194,3.0,44.0,,,,,,,,,,
195,3.0,45.0,,,,,,,,,,
196,3.0,46.0,,,,,,,,,,
197,3.0,47.0,,,,,,,,,,
198,3.0,48.0,,,,,,,,,,
199,3.0,49.0,,,,,,,,,,
200,4.0,0.0,0.0,0.24581851192404783,0.0,0.2386171151162219,571.6143657259119,571.5681813033625,117.40952941176468,579.1469136560728,2735.7998814710563,
201,4.0,1.0,1740.9440853589779,1740.9357967960223,8.0,1578.3457468510303,5212.001118963652,5212.013207328687,560.7018439685529,5178.012552272581,21288.228219301447,
202,4.0,2.0,7520.276371206734,7520.273823511435,793.1728734255151,7541.198828949117,44708.92851882407,44708.940785958526,5178.46239659929,44695.704996390865,186626.28054850237,
203,4.0,3.0,45802.905842586384,45802.89996592542,5024.7992192994225,44344.37529868949,450171.35693156853,450171.3615630771,44693.81320516336,450286.16598917,1670767.2246980318,
204,4.0,4.0,299600.03960799554,299600.0401964836,33256.28147401706,297182.1416664807,,,,,,
205,4.0,5.0,,,,,,,,,,
206,4.0,6.0,,,,,,,,,,
207,4.0,7.0,,,,,,,,,,
208,4.0,8.0,,,,,,,,,,
209,4.0,9.0,,,,,,,,,,
210,4.0,10.0,,,,,,,,,,
211,4.0,11.0,,,,,,,,,,
212,4.0,12.0,,,,,,,,,,
213,4.0,13.0,,,,,,,,,,
214,4.0,14.0,,,,,,,,,,
215,4.0,15.0,,,,,,,,,,
216,4.0,16.0,,,,,,,,,,
217,4.0,17.0,,,,,,,,,,
218,4.0,18.0,,,,,,,,,,
219,4.0,19.0,,,,,,,,,,
220,4.0,20.0,,,,,,,,,,
221,4.0,21.0,,,,,,,,,,
222,4.0,22.0,,,,,,,,,,
223,4.0,23.0,,,,,,,,,,
224,4.0,24.0,,,,,,,,,,
225,4.0,25.0,,,,,,,,,,
226,4.0,26.0,,,,,,,,,,
227,4.0,27.0,,,,,,,,,,
228,4.0,28.0,,,,,,,,,,
229,4.0,29.0,,,,,,,,,,
230,4.0,30.0,,,,,,,,,,
231,4.0,31.0,,,,,,,,,,
232,4.0,32.0,,,,,,,,,,
233,4.0,33.0,,,,,,,,,,
234,4.0,34.0,,,,,,,,,,
235,4.0,35.0,,,,,,,,,,
236,4.0,36.0,,,,,,,,,,
237,4.0,37.0,,,,,,,,,,
238,4.0,38.0,,,,,,,,,,
239,4.0,39.0,,,,,,,,,,
240,4.0,40.0,,,,,,,,,,
241,4.0,41.0,,,,,,,,,,
242,4.0,42.0,,,,,,,,,,
243,4.0,43.0,,,,,,,,,,
244,4.0,44.0,,,,,,,,,,
245,4.0,45.0,,,,,,,,,,
246,4.0,46.0,,,,,,,,,,
247,4.0,47.0,,,,,,,,,,
248,4.0,48.0,,,,,,,,,,
249,4.0,49.0,,,,,,,,,,
250,5.0,0.0,0.0,0.2438088113985927,0.0,0.23966588089745006,548.5575033947061,548.5300616183686,118.25605882352933,548.9779996368901,3110.2688949687567,
251,5.0,1.0,1441.9350144870689,1441.9358515905267,8.0,1333.7239270377545,4820.099712302561,4820.089205035883,535.9315702533169,4729.218746332558,22854.23278465798,
252,5.0,2.0,6192.4421588891855,6192.4243336843265,670.8619635188772,5969.898468820959,42945.839867161136,42945.83416155118,4729.4174680638835,42842.185769328215,210235.098065314,
253,5.0,3.0,34595.676573330355,34595.68064103927,3982.5989792139717,34472.3733947788,411951.413925696,411951.40963422804,42837.15683997313,410737.2092661095,1847479.1307665561,
254,5.0,4.0,233779.47131350852,233779.4715082877,25856.280046084146,231109.8610195287,,,,,,
255,5.0,5.0,,,,,,,,,,
256,5.0,6.0,,,,,,,,,,
257,5.0,7.0,,,,,,,,,,
258,5.0,8.0,,,,,,,,,,
259,5.0,9.0,,,,,,,,,,
260,5.0,10.0,,,,,,,,,,
261,5.0,11.0,,,,,,,,,,
262,5.0,12.0,,,,,,,,,,
263,5.0,13.0,,,,,,,,,,
264,5.0,14.0,,,,,,,,,,
265,5.0,15.0,,,,,,,,,,
266,5.0,16.0,,,,,,,,,,
267,5.0,17.0,,,,,,,,,,
268,5.0,18.0,,,,,,,,,,
269,5.0,19.0,,,,,,,,,,
270,5.0,20.0,,,,,,,,,,
271,5.0,21.0,,,,,,,,,,
272,5.0,22.0,,,,,,,,,,
273,5.0,23.0,,,,,,,,,,
274,5.0,24.0,,,,,,,,,,
275,5.0,25.0,,,,,,,,,,
276,5.0,26.0,,,,,,,,,,
277,5.0,27.0,,,,,,,,,,
278,5.0,28.0,,,,,,,,,,
279,5.0,29.0,,,,,,,,,,
280,5.0,30.0,,,,,,,,,,
281,5.0,31.0,,,,,,,,,,
282,5.0,32.0,,,,,,,,,,
283,5.0,33.0,,,,,,,,,,
284,5.0,34.0,,,,,,,,,,
285,5.0,35.0,,,,,,,,,,
286,5.0,36.0,,,,,,,,,,
287,5.0,37.0,,,,,,,,,,
288,5.0,38.0,,,,,,,,,,
289,5.0,39.0,,,,,,,,,,
290,5.0,40.0,,,,,,,,,,
291,5.0,41.0,,,,,,,,,,
292,5.0,42.0,,,,,,,,,,
293,5.0,43.0,,,,,,,,,,
294,5.0,44.0,,,,,,,,,,
295,5.0,45.0,,,,,,,,,,
296,5.0,46.0,,,,,,,,,,
297,5.0,47.0,,,,,,,,,,
298,5.0,48.0,,,,,,,,,,
299,5.0,49.0,,,,,,,,,,
300,6.0,0.0,0.0,0.2466265047354001,0.0,0.239675892132944,628.7170001540953,628.727430191728,140.2398823529413,566.8999097314095,3508.0653870979486,
301,6.0,1.0,1492.80928394202,1492.8078387498574,8.0,1273.6177977700854,5070.692168240421,5070.6638380246095,567.7879270735617,5073.682608563899,25181.695523498238,
302,6.0,2.0,5938.07118430317,5938.092560096052,639.4599519868375,5965.199948938163,45275.41551873118,45275.4327806861,5073.290348302833,44711.1114716441,228669.59135390262,
303,6.0,3.0,38954.932791022016,38954.93709640781,3977.943661699296,37959.520306438055,361248.72013754124,361248.7244935406,44710.58290900999,359725.3956196124,1975532.7535447462,
304,6.0,4.0,222222.42578276116,222222.4260268196,28471.640229828536,221811.9639162212,,,,,,
305,6.0,5.0,,,,,,,,,,
306,6.0,6.0,,,,,,,,,,
307,6.0,7.0,,,,,,,,,,
308,6.0,8.0,,,,,,,,,,
309,6.0,9.0,,,,,,,,,,
310,6.0,10.0,,,,,,,,,,
311,6.0,11.0,,,,,,,,,,
312,6.0,12.0,,,,,,,,,,
313,6.0,13.0,,,,,,,,,,
314,6.0,14.0,,,,,,,,,,
315,6.0,15.0,,,,,,,,,,
316,6.0,16.0,,,,,,,,,,
317,6.0,17.0,,,,,,,,,,
318,6.0,18.0,,,,,,,,,,
319,6.0,19.0,,,,,,,,,,
320,6.0,20.0,,,,,,,,,,
321,6.0,21.0,,,,,,,,,,
322,6.0,22.0,,,,,,,,,,
323,6.0,23.0,,,,,,,,,,
324,6.0,24.0,,,,,,,,,,
325,6.0,25.0,,,,,,,,,,
326,6.0,26.0,,,,,,,,,,
327,6.0,27.0,,,,,,,,,,
328,6.0,28.0,,,,,,,,,,
329,6.0,29.0,,,,,,,,,,
330,6.0,30.0,,,,,,,,,,
331,6.0,31.0,,,,,,,,,,
332,6.0,32.0,,,,,,,,,,
333,6.0,33.0,,,,,,,,,,
334,6.0,34.0,,,,,,,,,,
335,6.0,35.0,,,,,,,,,,
336,6.0,36.0,,,,,,,,,,
337,6.0,37.0,,,,,,,,,,
338,6.0,38.0,,,,,,,,,,
339,6.0,39.0,,,,,,,,,,
340,6.0,40.0,,,,,,,,,,
341,6.0,41.0,,,,,,,,,,
342,6.0,42.0,,,,,,,,,,
343,6.0,43.0,,,,,,,,,,
344,6.0,44.0,,,,,,,,,,
345,6.0,45.0,,,,,,,,,,
346,6.0,46.0,,,,,,,,,,
347,6.0,47.0,,,,,,,,,,
348,6.0,48.0,,,,,,,,,,
349,6.0,49.0,,,,,,,,,,
350,7.0,0.0,0.0,0.23972092911521561,0.0,0.2376851736072465,527.0844582223108,527.0942566200888,126.23705882352927,529.6023640631252,3816.752144271845,
351,7.0,1.0,1617.7585916883838,1617.754063574211,8.0,1483.9322370943987,4816.97769351598,4816.996199201039,531.3161905580129,4748.936967205725,26763.432784545952,
352,7.0,2.0,6731.157145630131,6731.148483661265,745.9661185471994,6494.515599531162,43127.539657318695,43127.53865623602,4747.729446524382,42796.403444710144,240314.8540608533,
353,7.0,3.0,43885.71059621051,43885.71524554037,4327.010399687435,42924.81783076617,381495.5689105024,381495.56766305666,42795.01253509596,379534.116672369,2108381.094501666,
354,7.0,4.0,300749.47268586594,300749.47361366363,32191.613373074608,298537.4509138036,,,,,,
355,7.0,5.0,,,,,,,,,,
356,7.0,6.0,,,,,,,,,,
357,7.0,7.0,,,,,,,,,,
358,7.0,8.0,,,,,,,,,,
359,7.0,9.0,,,,,,,,,,
360,7.0,10.0,,,,,,,,,,
361,7.0,11.0,,,,,,,,,,
362,7.0,12.0,,,,,,,,,,
363,7.0,13.0,,,,,,,,,,
364,7.0,14.0,,,,,,,,,,
365,7.0,15.0,,,,,,,,,,
366,7.0,16.0,,,,,,,,,,
367,7.0,17.0,,,,,,,,,,
368,7.0,18.0,,,,,,,,,,
369,7.0,19.0,,,,,,,,,,
370,7.0,20.0,,,,,,,,,,
371,7.0,21.0,,,,,,,,,,
372,7.0,22.0,,,,,,,,,,
373,7.0,23.0,,,,,,,,,,
374,7.0,24.0,,,,,,,,,,
375,7.0,25.0,,,,,,,,,,
376,7.0,26.0,,,,,,,,,,
377,7.0,27.0,,,,,,,,,,
378,7.0,28.0,,,,,,,,,,
379,7.0,29.0,,,,,,,,,,
380,7.0,30.0,,,,,,,,,,
381,7.0,31.0,,,,,,,,,,
382,7.0,32.0,,,,,,,,,,
383,7.0,33.0,,,,,,,,,,
384,7.0,34.0,,,,,,,,,,
385,7.0,35.0,,,,,,,,,,
386,7.0,36.0,,,,,,,,,,
387,7.0,37.0,,,,,,,,,,
388,7.0,38.0,,,,,,,,,,
389,7.0,39.0,,,,,,,,,,
390,7.0,40.0,,,,,,,,,,
391,7.0,41.0,,,,,,,,,,
392,7.0,42.0,,,,,,,,,,
393,7.0,43.0,,,,,,,,,,
394,7.0,44.0,,,,,,,,,,
395,7.0,45.0,,,,,,,,,,
396,7.0,46.0,,,,,,,,,,
397,7.0,47.0,,,,,,,,,,
398,7.0,48.0,,,,,,,,,,
399,7.0,49.0,,,,,,,,,,
400,8.0,0.0,0.0,0.243720387987861,0.0,0.23906296418882791,488.014921845762,487.9870111270573,121.06347058823522,476.46484079854775,4088.1619782440284,
401,8.0,1.0,1769.8219401474532,1769.8295304374153,8.0,1595.4072104946372,3840.542623256409,3840.541758088415,469.47378794087484,3810.4790931054176,27776.418512118737,
402,8.0,2.0,8059.042964297011,8059.025278845011,801.7036052473185,8036.496455887357,30996.479414026508,30996.47272043757,3810.565175679146,31067.993556067082,249781.36024647317,
403,8.0,3.0,47251.352463171585,47251.36122437553,5360.330970591572,46875.76188047677,275532.6980101887,275532.69759601733,31070.512053245366,276313.57873690117,2225213.3940356597,
404,8.0,4.0,343164.0126035855,343164.01363544975,35154.82141035756,343772.51029375003,,,,,,
405,8.0,5.0,,,,,,,,,,
406,8.0,6.0,,,,,,,,,,
407,8.0,7.0,,,,,,,,,,
408,8.0,8.0,,,,,,,,,,
409,8.0,9.0,,,,,,,,,,
410,8.0,10.0,,,,,,,,,,
411,8.0,11.0,,,,,,,,,,
412,8.0,12.0,,,,,,,,,,
413,8.0,13.0,,,,,,,,,,
414,8.0,14.0,,,,,,,,,,
415,8.0,15.0,,,,,,,,,,
416,8.0,16.0,,,,,,,,,,
417,8.0,17.0,,,,,,,,,,
418,8.0,18.0,,,,,,,,,,
419,8.0,19.0,,,,,,,,,,
420,8.0,20.0,,,,,,,,,,
421,8.0,21.0,,,,,,,,,,
422,8.0,22.0,,,,,,,,,,
423,8.0,23.0,,,,,,,,,,
424,8.0,24.0,,,,,,,,,,
425,8.0,25.0,,,,,,,,,,
426,8.0,26.0,,,,,,,,,,
427,8.0,27.0,,,,,,,,,,
428,8.0,28.0,,,,,,,,,,
429,8.0,29.0,,,,,,,,,,
430,8.0,30.0,,,,,,,,,,
431,8.0,31.0,,,,,,,,,,
432,8.0,32.0,,,,,,,,,,
433,8.0,33.0,,,,,,,,,,
434,8.0,34.0,,,,,,,,,,
435,8.0,35.0,,,,,,,,,,
436,8.0,36.0,,,,,,,,,,
437,8.0,37.0,,,,,,,,,,
438,8.0,38.0,,,,,,,,,,
439,8.0,39.0,,,,,,,,,,
440,8.0,40.0,,,,,,,,,,
441,8.0,41.0,,,,,,,,,,
442,8.0,42.0,,,,,,,,,,
443,8.0,43.0,,,,,,,,,,
444,8.0,44.0,,,,,,,,,,
445,8.0,45.0,,,,,,,,,,
446,8.0,46.0,,,,,,,,,,
447,8.0,47.0,,,,,,,,,,
448,8.0,48.0,,,,,,,,,,
449,8.0,49.0,,,,,,,,,,
450,9.0,0.0,0.0,0.23867452791547908,0.0,0.23672037908418436,491.3605340776281,491.36585285770366,130.4111764705882,334.53166151154085,4266.171506886829,
451,9.0,1.0,1575.5746767787195,1575.5664978390012,8.0,1439.3968706924961,2742.5998174367282,2742.604480297023,335.8628802895351,2995.4085155300727,28503.847564230793,
452,9.0,2.0,6684.617760911643,6684.614637557234,723.6984353462482,6481.633490093045,25360.35733985108,25360.36928613624,2995.7707373116796,25418.584169478807,256161.17944253993,
453,9.0,3.0,40460.464981775905,40460.463917030065,4323.755660062032,40127.30554237701,227361.4522238319,227361.4495776625,25418.464577557,234125.81169505639,2246166.774858709,
454,9.0,4.0,272471.34986364766,272471.3495771946,30093.479156782752,271306.1859758323,,,,,,
455,9.0,5.0,,,,,,,,,,
456,9.0,6.0,,,,,,,,,,
457,9.0,7.0,,,,,,,,,,
458,9.0,8.0,,,,,,,,,,
459,9.0,9.0,,,,,,,,,,
460,9.0,10.0,,,,,,,,,,
461,9.0,11.0,,,,,,,,,,
462,9.0,12.0,,,,,,,,,,
463,9.0,13.0,,,,,,,,,,
464,9.0,14.0,,,,,,,,,,
465,9.0,15.0,,,,,,,,,,
466,9.0,16.0,,,,,,,,,,
467,9.0,17.0,,,,,,,,,,
468,9.0,18.0,,,,,,,,,,
469,9.0,19.0,,,,,,,,,,
470,9.0,20.0,,,,,,,,,,
